an,materie,materie_label,sesiune,sesiune_label,tip,fisier,cale,marime_bytes,sha256
2019,istorie,Istorie,sesiune-speciala,Sesiunea speciala,barem,2019-speciala-barem.pdf,bac/2019/istorie/sesiune-speciala/2019-speciala-barem.pdf,147366,b22075627de682be1ddaeffbe92b0e689c1719ebf050ea194f9a1e19ae2402fd
2019,istorie,Istorie,sesiune-speciala,Sesiunea speciala,subiect,2019-speciala-subiect.pdf,bac/2019/istorie/sesiune-speciala/2019-speciala-subiect.pdf,97881,98e7b943c53305d6e023c9f7e10447c5810ab1fc4d8dcd84e1c92c5d38e4f34f
2019,istorie,Istorie,simulare,Simulare,barem,2019-simulare-barem.pdf,bac/2019/istorie/simulare/2019-simulare-barem.pdf,147541,c3a8a78070dc9b4db9082a57688995b959c2ddb82efbb053fd91388d504db70f
2019,istorie,Istorie,simulare,Simulare,subiect,2019-simulare-subiect.pdf,bac/2019/istorie/simulare/2019-simulare-subiect.pdf,143572,2a29bc986935a1ecf50365a3d68768f61025851f1abc137c3fc3c6b6b065479e
2019,logica,Logica,rezerva-iunie-iulie,Rezerva iunie-iulie,barem,2019-iunie-iulie-rezerva-barem.pdf,bac/2019/logica/rezerva-iunie-iulie/2019-iunie-iulie-rezerva-barem.pdf,90183,14a9c827a202154df0ba0617d90a8deb7ebf72ff4962b2991ba0f0936a13eb6a
2019,logica,Logica,rezerva-iunie-iulie,Rezerva iunie-iulie,subiect,2019-iunie-iulie-rezerva-subiect.pdf,bac/2019/logica/rezerva-iunie-iulie/2019-iunie-iulie-rezerva-subiect.pdf,131121,6f13eb21897ec6a67b5f067f30982dfa57e80bfffad27be25c10c3dc840788d4
2019,logica,Logica,sesiune-august,Sesiunea august,barem,2019-august-barem.pdf,bac/2019/logica/sesiune-august/2019-august-barem.pdf,85036,854b9ba991e58968ee54c02af1241018fcc79664cbfabb1d9f663b53571d4bb6
2019,logica,Logica,sesiune-august,Sesiunea august,subiect,2019-august-subiect.pdf,bac/2019/logica/sesiune-august/2019-august-subiect.pdf,134849,c33d8d9a5a1af8e4dfcc4065b90bfedb47b199053df92c575be11a0da56b7621
2019,logica,Logica,sesiune-iunie-iulie,Sesiunea iunie-iulie,barem,2019-iunie-iulie-barem.pdf,bac/2019/logica/sesiune-iunie-iulie/2019-iunie-iulie-barem.pdf,85691,69f23051f8a7869d8745a9f6e7d3137dc4720231ce07e7fb8cc63ae855db3ed6
2019,logica,Logica,sesiune-iunie-iulie,Sesiunea iunie-iulie,subiect,2019-iunie-iulie-subiect.pdf,bac/2019/logica/sesiune-iunie-iulie/2019-iunie-iulie-subiect.pdf,132658,2d39395ea8f97104caf20f460d507ab92333a4aa1c31e4abf126e460ff10c413
2019,logica,Logica,sesiune-speciala,Sesiunea speciala,barem,2019-speciala-barem.pdf,bac/2019/logica/sesiune-speciala/2019-speciala-barem.pdf,84997,267bdbe5db6b31c3cf0a6348f130e5aa60f4057872855d87e95307a354b1e1b9
2019,logica,Logica,sesiune-speciala,Sesiunea speciala,subiect,2019-speciala-subiect.pdf,bac/2019/logica/sesiune-speciala/2019-speciala-subiect.pdf,135573,595864594a023b83a2d6e4517ce2fb17630c0ddec39e90578d96677480d09d82
2019,logica,Logica,simulare,Simulare,barem,2019-simulare-barem.pdf,bac/2019/logica/simulare/2019-simulare-barem.pdf,85058,17fa9a688e7cde58130557f5b392d4367ddb158babf687c5a155cc7b5ba191b1
2019,logica,Logica,simulare,Simulare,subiect,2019-simulare-subiect.pdf,bac/2019/logica/simulare/2019-simulare-subiect.pdf,138671,e6fb6f146a81c1fd8bfe7cdbb077bae494ef61a307a62fac769b0881ba2e43bf
2020,filosofie,Filosofie,sesiune-august,Sesiunea august,barem,2020-august-barem.pdf,bac/2020/filosofie/sesiune-august/2020-august-barem.pdf,54421,fe2861cadd8e96986c82634529d62bdff7a43d618f6322a370628bf426595c68
2020,filosofie,Filosofie,sesiune-august,Sesiunea august,subiect,2020-august-subiect.pdf,bac/2020/filosofie/sesiune-august/2020-august-subiect.pdf,112327,cbf08b4d0aab0c4ed82492da4141c0ff83a607064f8fc945e87ace196658a166
2020,filosofie,Filosofie,sesiune-iunie-iulie,Sesiunea iunie-iulie,barem,2020-iunie-iulie-barem.pdf,bac/2020/filosofie/sesiune-iunie-iulie/2020-iunie-iulie-barem.pdf,53437,d66918dbe5f6c75b831b0367980c9c4789e9f6e73e67b5fabdba0d102548dc5e
2020,filosofie,Filosofie,sesiune-iunie-iulie,Sesiunea iunie-iulie,subiect,2020-iunie-iulie-subiect.pdf,bac/2020/filosofie/sesiune-iunie-iulie/2020-iunie-iulie-subiect.pdf,108246,a2f6073f301fecf1a00b7fb92d9e9c339d95fe2fc4dea5d07fc84701744ba3b1
2020,filosofie,Filosofie,teste-antrenament,Test de antrenament 1,barem,2020-antrenament-01-barem.pdf,bac/2020/filosofie/teste-antrenament/2020-antrenament-01-barem.pdf,132173,bae8fc3ccd7588ad1fe280e08ee03c681943e0856a60281a877f4b53aacb6005
2020,filosofie,Filosofie,teste-antrenament,Test de antrenament 1,subiect,2020-antrenament-01-subiect.pdf,bac/2020/filosofie/teste-antrenament/2020-antrenament-01-subiect.pdf,180106,86bd4b01129cf64e2a0c3c21bbe15b0277607957d609fdff35ffb70fb8647364
2020,filosofie,Filosofie,teste-antrenament,Test de antrenament 2,barem,2020-antrenament-02-barem.pdf,bac/2020/filosofie/teste-antrenament/2020-antrenament-02-barem.pdf,104556,7e73cefa0738f1f60b37998e8b8a3e2537870ae79e2a5eb3952fc065757540cc
2020,filosofie,Filosofie,teste-antrenament,Test de antrenament 2,subiect,2020-antrenament-02-subiect.pdf,bac/2020/filosofie/teste-antrenament/2020-antrenament-02-subiect.pdf,177697,fb032b84216d3268f38eb5eff5c48355e9b68b4d5f277fa263bbf200a2ba826f
2020,filosofie,Filosofie,teste-antrenament,Test de antrenament 3,barem,2020-antrenament-03-barem.pdf,bac/2020/filosofie/teste-antrenament/2020-antrenament-03-barem.pdf,105363,d8feab87337d3203801fc156c7571f68f4411211a6188dea87f7f09288b956b7
2020,filosofie,Filosofie,teste-antrenament,Test de antrenament 3,subiect,2020-antrenament-03-subiect.pdf,bac/2020/filosofie/teste-antrenament/2020-antrenament-03-subiect.pdf,177346,e9cf8e8f8360d26b577ae80380d32b5476329f078bfdd790974f5c3484aca661
2020,filosofie,Filosofie,teste-antrenament,Test de antrenament 4,barem,2020-antrenament-04-barem.pdf,bac/2020/filosofie/teste-antrenament/2020-antrenament-04-barem.pdf,131604,f8dbe591360032bc4404fddbce67535d570526f1eb885b6b936c2fb184943e70
2020,filosofie,Filosofie,teste-antrenament,Test de antrenament 4,subiect,2020-antrenament-04-subiect.pdf,bac/2020/filosofie/teste-antrenament/2020-antrenament-04-subiect.pdf,171458,3e5d2c0e545aef9bde38bf20ea0cd1b837c42d2203f04becbcb7e762094726be
2020,filosofie,Filosofie,teste-antrenament,Test de antrenament 5,barem,2020-antrenament-05-barem.pdf,bac/2020/filosofie/teste-antrenament/2020-antrenament-05-barem.pdf,133389,5d7e8d5c9e0ff5ef39da67dfdd6dffbab2345e4a99a9054e28bdad99366c1499
2020,filosofie,Filosofie,teste-antrenament,Test de antrenament 5,subiect,2020-antrenament-05-subiect.pdf,bac/2020/filosofie/teste-antrenament/2020-antrenament-05-subiect.pdf,174754,5421a64bf64828fcc8dd53c5f83f998826209dabdbf74947ac587785f7200b66
2020,filosofie,Filosofie,teste-antrenament,Test de antrenament 6,barem,2020-antrenament-06-barem.pdf,bac/2020/filosofie/teste-antrenament/2020-antrenament-06-barem.pdf,134231,52812afd3d3f7c8b14871589b83dbed8b059e229e5ab4b8d2c285fd21b93736d
2020,filosofie,Filosofie,teste-antrenament,Test de antrenament 6,subiect,2020-antrenament-06-subiect.pdf,bac/2020/filosofie/teste-antrenament/2020-antrenament-06-subiect.pdf,172820,74e6b353fa47d42bae82172da1f4919620ab925f2aa4866ba5618852e5473cf4
2020,filosofie,Filosofie,teste-antrenament,Test de antrenament 7,barem,2020-antrenament-07-barem.pdf,bac/2020/filosofie/teste-antrenament/2020-antrenament-07-barem.pdf,133634,157fa758420f05970809a72dc69528b30dcb43355145e322f4968daa7ae6bb4f
2020,filosofie,Filosofie,teste-antrenament,Test de antrenament 7,subiect,2020-antrenament-07-subiect.pdf,bac/2020/filosofie/teste-antrenament/2020-antrenament-07-subiect.pdf,176945,58766b605e2ec67ecfda9327c9f23562d1672ae08bf23ccb72cd9cae68e74451
2020,filosofie,Filosofie,teste-antrenament,Test de antrenament 8,barem,2020-antrenament-08-barem.pdf,bac/2020/filosofie/teste-antrenament/2020-antrenament-08-barem.pdf,133389,a79ef10a8deb95d599a434ad6ae8b1394fadf0fc243c8acbc937a8c65c92d43b
