an,materie,materie_label,sesiune,sesiune_label,tip,fisier,cale,marime_bytes,sha256
2024,romana,Limba romana,sesiune-august,Sesiunea august,barem,2024-august-romana-real-tehn-barem.pdf,bac/2024/romana/sesiune-august/2024-august-romana-real-tehn-barem.pdf,183598,036f2813c127c8606d323db4c625402db1bc2b0ede528248679796930ef80c1c
2024,romana,Limba romana,sesiune-august,Sesiunea august,subiect,2024-august-romana-real-tehn-subiect.pdf,bac/2024/romana/sesiune-august/2024-august-romana-real-tehn-subiect.pdf,205290,2e638ec8966a6a3e43a6e40ac6a1c0e8ac9e44878faf3026fb3bb161741592fe
2024,romana,Limba romana,sesiune-august,Sesiunea august,barem,2024-august-romana-uman-ped-barem.pdf,bac/2024/romana/sesiune-august/2024-august-romana-uman-ped-barem.pdf,181700,97071e375477265adbf2ec90fd342cbafe9aefdf73de32e56927aaaff1e630ba
2024,romana,Limba romana,sesiune-august,Sesiunea august,subiect,2024-august-romana-uman-ped-subiect.pdf,bac/2024/romana/sesiune-august/2024-august-romana-uman-ped-subiect.pdf,204574,f63ab66a82724cbe6d4e6278fb7d000dcd21c68a1ad280fb51328946e9113d26
2024,romana,Limba romana,sesiune-iunie,Sesiunea iunie,barem,2024-iunie-romana-real-tehn-barem.pdf,bac/2024/romana/sesiune-iunie/2024-iunie-romana-real-tehn-barem.pdf,183585,a1dbccb9072aa013d4470fe6219e4444a6e1abc749dc5274b1df85f61f38a1c1
2024,romana,Limba romana,sesiune-iunie,Sesiunea iunie,subiect,2024-iunie-romana-real-tehn-subiect.pdf,bac/2024/romana/sesiune-iunie/2024-iunie-romana-real-tehn-subiect.pdf,190597,3c92974f46736131663773e6c368e8fb595c50dc0876b4d10ebf2374a9815b65
2024,romana,Limba romana,sesiune-iunie,Sesiunea iunie,barem,2024-iunie-romana-uman-ped-barem.pdf,bac/2024/romana/sesiune-iunie/2024-iunie-romana-uman-ped-barem.pdf,182500,86c2af5d6828ce47b9c50eeacb19a911f5d54ffb8300a1eafdc7cf7f40641246
2024,romana,Limba romana,sesiune-iunie,Sesiunea iunie,subiect,2024-iunie-romana-uman-ped-subiect.pdf,bac/2024/romana/sesiune-iunie/2024-iunie-romana-uman-ped-subiect.pdf,188785,cd83b1ce2bc2d0dc8800e9da17c2b514881290db2d203b7a0738d342e34346dc
2024,romana,Limba romana,sesiune-speciala,Sesiunea speciala,barem,2024-speciala-romana-real-tehn-barem.pdf,bac/2024/romana/sesiune-speciala/2024-speciala-romana-real-tehn-barem.pdf,186319,3b60f0015db31b974b05c8672ba567955a8bb6b11f6f09f3831cb27c21e7cd8a
2024,romana,Limba romana,sesiune-speciala,Sesiunea speciala,subiect,2024-speciala-romana-real-tehn-subiect.pdf,bac/2024/romana/sesiune-speciala/2024-speciala-romana-real-tehn-subiect.pdf,206130,950a0d8799b12d40a711e5b0ed5cbc7d8ab0ad9d4c9d9c2ff2f0c7038013630d
2024,romana,Limba romana,sesiune-speciala,Sesiunea speciala,barem,2024-speciala-romana-uman-ped-barem.pdf,bac/2024/romana/sesiune-speciala/2024-speciala-romana-uman-ped-barem.pdf,185214,02d8902f95014d0db156f07cc706634a609640861bb479af3f5ca73e69c77fc8
2024,romana,Limba romana,sesiune-speciala,Sesiunea speciala,subiect,2024-speciala-romana-uman-ped-subiect.pdf,bac/2024/romana/sesiune-speciala/2024-speciala-romana-uman-ped-subiect.pdf,206186,a384ba02bb8ad0a80b85fe7b7e777d44a90800e030a4fb9607fdc7d462721853
2024,romana,Limba romana,simulare,Simulare,barem,2024-simulare-real-tehnologic-barem.pdf,bac/2024/romana/simulare/2024-simulare-real-tehnologic-barem.pdf,185342,4dabfc606424895e5f747728cbbf361e103fbd633d2bd69bc2d269071141b61c
2024,romana,Limba romana,simulare,Simulare,subiect,2024-simulare-real-tehnologic-subiect.pdf,bac/2024/romana/simulare/2024-simulare-real-tehnologic-subiect.pdf,186172,d25e6a34ff917cd3ba4ca94b781a0804e33c9279ff8e6d65f98c9ceab2190d97
2024,romana,Limba romana,simulare,Simulare,barem,2024-simulare-uman-pedagogic-barem.pdf,bac/2024/romana/simulare/2024-simulare-uman-pedagogic-barem.pdf,183680,16e9abb3c54758ec6cb9f453d39e80df7193c1fc4e4853326447915c2dced33a
